p_val	avg_diff	pct.1	pct.2	p_val_adj	avg_logFC	gene
3.98606833136833e-08	-0.582717282717283	0.057	0.367	7.97213666273666e-05	-0.582717282717283	HLA-DQA2
7.72447030228037e-06	-1.2045954045954	0.257	0.549	0.0154489406045607	-1.2045954045954	HLA-DRB5
3.65047765353535e-05	0.0382617382617383	0.129	0.108	0.0730095530707071	0.0382617382617383	EIF5B
0.000109908224174182	0.168531468531469	0.186	0.031	0.219816448348363	0.168531468531469	SGK1
0.000518735679127251	-0.322177822177822	0.143	0.311	1	-0.322177822177822	HLA-DQB2
0.00066538751814599	-0.226073926073926	0.057	0.234	1	-0.226073926073926	TIPARP
0.00200542203909092	-0.184915084915085	0.129	0.301	1	-0.184915084915085	CDKN1A
0.00225456339670435	0.176723276723277	0.229	0.073	1	0.176723276723277	NR4A1
0.00273787367081785	-0.882617382617383	1	0.997	1	-0.882617382617383	LYZ
0.00315141656488347	0.0904095904095904	0.114	0.052	1	0.0904095904095904	CD2
0.00357684862957857	0.104095904095904	0.129	0.024	1	0.104095904095904	TMEM55A
0.00451298317062485	0.154245754245754	0.129	0.024	1	0.154245754245754	GIMAP7
0.00506904194521614	0.191008991008991	0.214	0.073	1	0.191008991008991	DUSP6
0.00571327803576822	0.104395604395604	0.129	0.038	1	0.104395604395604	CRIP3
0.00648673668279529	0.169430569430569	0.2	0.066	1	0.169430569430569	OTUD1
0.00697648144579924	-0.0795204795204795	0.029	0.101	1	-0.0795204795204795	MARCKSL1
0.0108447936333115	-0.0946053946053946	0.129	0.22	1	-0.0946053946053946	LAP3
0.0111046165114376	-0.187012987012987	0.086	0.227	1	-0.187012987012987	TOB1
0.0120383379883309	-0.148851148851149	0.071	0.199	1	-0.148851148851149	DDIT4
0.0122793966064476	-0.0649350649350649	0.071	0.115	1	-0.0649350649350649	ENHO
0.013160178980207	0.936263736263736	0.757	0.57	1	0.936263736263736	MNDA
0.0162200462178873	-0.364635364635365	0.257	0.413	1	-0.364635364635365	MAP3K8
0.0172883913998884	-0.0584415584415584	0.157	0.217	1	-0.0584415584415584	ARL4C
0.0174541580822018	0.647752247752248	0.7	0.528	1	0.647752247752248	KLF6
0.0190435014351682	-0.128771228771229	0.029	0.133	1	-0.128771228771229	SULT1A1
0.019474910001182	-0.294205794205794	0.143	0.315	1	-0.294205794205794	LY6E
0.019515516506492	0.157542457542458	0.314	0.161	1	0.157542457542458	NFKBIZ
0.0209679581057108	0.21968031968032	0.786	0.689	1	0.21968031968032	LGALS2
0.0214370958983303	-0.112987012987013	0.114	0.206	1	-0.112987012987013	SAMSN1
0.0230714427457726	0.167432567432568	0.871	0.731	1	0.167432567432568	ANXA1
0.0248624514461021	-0.100799200799201	0.029	0.115	1	-0.100799200799201	TSPAN4
0.0248781079588115	0.12017982017982	0.214	0.091	1	0.12017982017982	HDAC9
0.0250886649401504	-1.24095904095904	1	0.944	1	-1.24095904095904	CST3
0.0254352878645294	0.180919080919081	0.371	0.248	1	0.180919080919081	NR4A2
0.0298327656541688	-3.62287712287712	0.986	1	1	-3.62287712287712	RPL10
0.0310177848434227	0.0834165834165834	0.143	0.059	1	0.0834165834165834	YAF2
0.0330053354181149	-0.43986013986014	0.957	0.923	1	-0.43986013986014	FCER1G
0.034499705917166	-1.36153846153846	0.1	0.367	1	-1.36153846153846	TXNDC15
0.0383783657722038	0.156043956043956	0.229	0.108	1	0.156043956043956	BTG2
0.0439912542211653	0.165734265734266	0.314	0.175	1	0.165734265734266	RBPJ
0.0444259936359508	-0.149050949050949	0.171	0.28	1	-0.149050949050949	C6orf48
0.0461035396759862	0.145854145854146	0.243	0.122	1	0.145854145854146	ANKRD28
0.0486367804689577	0.204995004995005	0.486	0.388	1	0.204995004995005	IGSF6
0.0500735461184636	0.056043956043956	0.129	0.105	1	0.056043956043956	PLD4
0.0560881453556083	0.0974025974025974	0.129	0.045	1	0.0974025974025974	TNFSF10
0.0566469579427674	-0.187312687312687	0.814	0.738	1	-0.187312687312687	ID2
0.0611271638562543	0.0691308691308691	0.129	0.052	1	0.0691308691308691	SNRNP40
0.0620129539529401	0.0934065934065934	0.257	0.175	1	0.0934065934065934	CD97
0.0642093349091296	0.161038961038961	0.214	0.129	1	0.161038961038961	ID1
0.0650419212623472	-0.0255744255744256	0.114	0.129	1	-0.0255744255744256	FBP1
0.0658797692944096	0.0827172827172827	0.357	0.269	1	0.0827172827172827	BID
0.0671198363926834	1.3994005994006	0.914	0.808	1	1.3994005994006	CD52
0.0684716600145977	0.204795204795205	0.257	0.168	1	0.204795204795205	LMNA
0.0718460562215215	-0.0932067932067932	0.057	0.129	1	-0.0932067932067932	SUCLG1
0.0725792131117243	-0.31008991008991	0.857	0.843	1	-0.31008991008991	RPLP0
0.0745313304668255	-0.188111888111888	0.171	0.287	1	-0.188111888111888	CAPZA1
0.0790344788602126	-0.11038961038961	0.071	0.157	1	-0.11038961038961	PID1
0.0806852835951305	-0.0868131868131868	0.029	0.101	1	-0.0868131868131868	FCGR2B
0.0811820594222332	0.127172827172827	0.157	0.073	1	0.127172827172827	TPPP3
0.0829867129749911	0.151548451548452	0.414	0.29	1	0.151548451548452	LTA4H
0.08508142608491	-0.15024975024975	0.157	0.262	1	-0.15024975024975	SELL
0.0915645616182321	0.0404595404595404	0.329	0.301	1	0.0404595404595404	CLEC2B
0.093754876153343	-0.116383616383616	0.229	0.29	1	-0.116383616383616	GADD45B
0.100558530602964	0.0764235764235764	0.143	0.063	1	0.0764235764235764	NOP58
0.102778361568714	-0.114985014985015	0.171	0.238	1	-0.114985014985015	ETV6
0.102838940954071	-0.232667332667333	0.229	0.343	1	-0.232667332667333	PPA1
0.121674818784974	0.0767232767232767	0.157	0.077	1	0.0767232767232767	PDHB
0.122044773486597	0.0782217782217782	0.186	0.133	1	0.0782217782217782	ALOX5AP
0.12355781075514	-0.0185814185814186	0.071	0.115	1	-0.0185814185814186	SOX4
0.129018132574438	-0.0318681318681319	0.286	0.266	1	-0.0318681318681319	FAM26F
0.129362468378439	0.0618381618381618	0.114	0.045	1	0.0618381618381618	KANSL1
0.134191545758047	0.0846153846153846	0.157	0.101	1	0.0846153846153846	CCT2
0.134718137088857	-0.073026973026973	0.171	0.203	1	-0.073026973026973	RILPL2
0.13560063495487	-0.093006993006993	0.614	0.612	1	-0.093006993006993	HLA-DMA
0.138940461216406	0.132767232767233	0.243	0.168	1	0.132767232767233	MYADM
0.142496746488285	-0.539360639360639	0.871	0.864	1	-0.539360639360639	HLA-DPB1
0.143654024072363	-0.0625374625374625	0.157	0.196	1	-0.0625374625374625	F13A1
0.143804395228342	0.0662337662337662	0.157	0.084	1	0.0662337662337662	CCDC50
0.144117831426695	0.101798201798202	0.143	0.073	1	0.101798201798202	RBP7
0.147167216710747	0.0414585414585415	0.129	0.087	1	0.0414585414585415	PRPF6
0.151863417810055	0.0551448551448551	0.129	0.07	1	0.0551448551448551	STAT1
0.152589346911172	-0.186113886113886	0.129	0.227	1	-0.186113886113886	VAMP5
0.15669445625089	0.0884115884115884	0.143	0.112	1	0.0884115884115884	IDH2
0.156893692225189	-0.144755244755245	0.1	0.192	1	-0.144755244755245	NXT1
0.158560860971592	0.0131868131868132	0.129	0.105	1	0.0131868131868132	HMOX1
0.159937143408026	0.00269730269730267	0.129	0.119	1	0.00269730269730267	HSPB1
0.167157352334597	0.078021978021978	0.329	0.234	1	0.078021978021978	C1QBP
0.167507168436444	-0.545154845154845	0.886	0.906	1	-0.545154845154845	EEF1A1
0.167797290460171	0.00969030969030968	0.129	0.108	1	0.00969030969030968	SDF2L1
0.169693374335976	0.0746253746253747	0.286	0.262	1	0.0746253746253747	IL8
0.181033451161599	0.135664335664336	0.214	0.143	1	0.135664335664336	RNASE2
0.181473718614777	0.0823176823176823	0.214	0.147	1	0.0823176823176823	TAF9
0.187655439253378	-0.0357642357642358	0.129	0.15	1	-0.0357642357642358	RNF144B
0.187886335889571	0.0624375624375624	0.143	0.07	1	0.0624375624375624	SPN
0.191030535888783	-0.0792207792207792	0.057	0.122	1	-0.0792207792207792	NME1
0.198773447314682	0.0767232767232767	0.143	0.073	1	0.0767232767232767	MRPL3
0.206370583389201	-0.0385614385614386	0.229	0.283	1	-0.0385614385614386	UCP2
0.208365559115403	0.0799200799200799	0.129	0.063	1	0.0799200799200799	BAZ2B
0.210161775471827	-0.069030969030969	0.043	0.101	1	-0.069030969030969	NRG1
0.214386737616123	-0.124175824175824	0.6	0.573	1	-0.124175824175824	SLC25A5
0.214754565968078	-0.1	0.3	0.353	1	-0.1	RNASE6
0.215210787777521	0.077022977022977	0.143	0.08	1	0.077022977022977	GIMAP4
0.220631654283778	-0.0220779220779221	0.086	0.126	1	-0.0220779220779221	PPA2
0.221776950610148	-0.292807192807193	0.429	0.51	1	-0.292807192807193	IFITM2
0.240331840305865	-0.166933066933067	0.4	0.392	1	-0.166933066933067	MT2A
0.241677991852283	-0.295004995004995	0.657	0.65	1	-0.295004995004995	NFKBIA
0.243973686828676	0.0975024975024974	0.471	0.479	1	0.0975024975024974	FCER1A
0.244766959767568	-0.0661338661338662	0.371	0.395	1	-0.0661338661338662	ATP5B
0.24598376913513	0.0464535464535464	0.214	0.14	1	0.0464535464535464	NUCKS1
0.246083490490244	-0.0757242757242757	0.057	0.122	1	-0.0757242757242757	INSR
0.246943590746021	0.0549450549450549	0.243	0.189	1	0.0549450549450549	PHACTR1
0.246950526124743	-0.0725274725274725	0.043	0.101	1	-0.0725274725274725	CD300C
0.248030253234826	0.214885114885115	0.614	0.605	1	0.214885114885115	HLA-DQA1
0.248662713892016	-0.118481518481519	0.157	0.231	1	-0.118481518481519	SOD2
0.251564861447382	0.0799200799200799	0.129	0.059	1	0.0799200799200799	TMEM176A
